"지구별","주차장명","주차대수","이용시간","날짜"
"PLT-009","반포1주차장","22908","1099403","2024/03"
"PLT-004","이촌1주차장","4765","452361","2024/03"
"PLT-010","잠원1주차장","14284","1228352","2024/03"
"PLT-010","잠원2-6주차장","54734","5611838","2024/03"
"PLT-005","뚝섬1주차장","7779","509396","2024/03"
"PLT-004","이촌2주차장","9159","884900","2024/03"
"PLT-008","여의도3주차장","44455","10308918","2024/03"
"PLT-002","난지1,2,3주차장","48766","3420580","2024/03"
"PLT-009","반포2,3주차장","80173","5905600","2024/03"
"PLT-005","뚝섬3주차장","9765","850482","2024/03"
"PLT-006","광나루4주차장","7134","360523","2024/03"
"PLT-005","뚝섬4주차장","20533","1998066","2024/03"
"PLT-001","강서1주차장","5733","386463","2024/03"
"PLT-005","뚝섬2주차장","22583","2643177","2024/03"
"PLT-011","잠실1주차장","54581","2125874","2024/03"
"PLT-004","이촌3,4주차장","28786","2779033","2024/03"
"PLT-003","망원2,3주차장","22093","1934610","2024/02"
"PLT-006","광나루4주차장","5745","290123","2024/02"
"PLT-007","양화3주차장","14345","1088480","2024/02"
"PLT-009","반포1주차장","15689","471087","2024/02"
"PLT-008","여의도1주차장","47109","6164667","2024/02"
"PLT-008","여의도5주차장","8392","2166151","2024/02"
"PLT-005","뚝섬2주차장","15266","1847387","2024/02"
"PLT-006","광나루1,2주차장","12242","934558","2024/02"
"PLT-006","광나루3주차장","10877","739457","2024/02"
"PLT-009","반포2,3주차장","59472","3407980","2024/02"
"PLT-008","여의도3주차장","31638","8347643","2024/02"
"PLT-010","잠원1주차장","9269","786355","2024/02"
"PLT-003","망원1주차장","7716","689063","2024/02"
"PLT-010","잠원2-6주차장","40425","3954416","2024/02"
"PLT-002","난지1,2,3주차장","34705","2011047","2024/02"
"PLT-011","잠실4주차장","41439","1756183","2024/02"
"PLT-004","이촌1주차장","3392","404218","2024/02"
"PLT-005","뚝섬4주차장","15877","1539063","2024/02"
"PLT-004","이촌2주차장","5982","445809","2024/02"
"PLT-004","이촌3,4주차장","20039","1920327","2024/02"
"PLT-005","뚝섬1주차장","5520","374007","2024/02"
"PLT-005","뚝섬3주차장","8192","772211","2024/02"
"PLT-008","여의도4주차장","4167","1350408","2024/02"
"PLT-007","양화2주차장","871","67156","2024/02"
"PLT-008","여의도2주차장","23092","4337741","2024/02"
"PLT-001","강서1주차장","4238","224616","2024/02"
"PLT-007","양화1주차장","5551","646407","2024/02"
"PLT-011","잠실1주차장","44053","1504538","2024/02"
"PLT-007","양화2주차장","743","45724","2024/01"
"PLT-006","광나루1,2주차장","11904","891631","2024/01"
"PLT-005","뚝섬1주차장","4886","348018","2024/01"
"PLT-003","망원2,3주차장","18443","1638614","2024/01"
"PLT-011","잠실1주차장","47362","1433472","2024/01"
"PLT-006","광나루3주차장","9342","676000","2024/01"
"PLT-011","잠실4주차장","32627","1366034","2024/01"
"PLT-007","양화3주차장","8305","645506","2024/01"
"PLT-007","양화1주차장","5045","656065","2024/01"
"PLT-008","여의도1주차장","37169","5756204","2024/01"
"PLT-008","여의도3주차장","37460","9896859","2024/01"
"PLT-007","양화3,4,5주차장","4779","406134","2024/01"
"PLT-003","망원1주차장","6910","625629","2024/01"
"PLT-001","강서1주차장","3769","198076","2024/01"
"PLT-010","잠원1주차장","8660","815718","2024/01"
"PLT-004","이촌1주차장","2436","445562","2024/01"
"PLT-009","반포1주차장","12867","428327","2024/01"
"PLT-010","잠원2-6주차장","40125","4337635","2024/01"
"PLT-004","이촌2주차장","5613","494567","2024/01"
"PLT-008","여의도5주차장","8721","2410430","2024/01"
"PLT-006","광나루4주차장","6318","302986","2024/01"
"PLT-002","난지1,2,3주차장","31391","1647481","2024/01"
"PLT-009","반포2,3주차장","55898","3737680","2024/01"
"PLT-005","뚝섬4주차장","13624","1256267","2024/01"
"PLT-005","뚝섬2주차장","14813","1807849","2024/01"
"PLT-004","이촌3,4주차장","19713","2136197","2024/01"
"PLT-005","뚝섬3주차장","9237","980448","2024/01"
"PLT-008","여의도2주차장","18809","4248002","2024/01"
"PLT-008","여의도4주차장","5308","1549111","2024/01"
"PLT-008","여의도2주차장","22473","4210557","2023/12"
"PLT-008","여의도4주차장","4751","1306329","2023/12"
"PLT-002","난지1,2,3주차장","32425","1851134","2023/12"
"PLT-008","여의도1주차장","40915","6043162","2023/12"
"PLT-004","이촌2주차장","6416","581524","2023/12"
"PLT-004","이촌1주차장","2189","393583","2023/12"
"PLT-006","광나루4주차장","4694","254817","2023/12"
"PLT-006","광나루1,2주차장","12177","860927","2023/12"
"PLT-010","잠원1주차장","8704","805700","2023/12"
"PLT-010","잠원2-6주차장","39570","4106768","2023/12"
"PLT-007","양화2주차장","754","45056","2023/12"
"PLT-004","이촌3,4주차장","19297","1732726","2023/12"
"PLT-011","잠실4주차장","25955","1260649","2023/12"
"PLT-009","반포1주차장","14076","429396","2023/12"
"PLT-003","망원2,3주차장","18710","1647371","2023/12"
"PLT-005","뚝섬4주차장","15091","1395125","2023/12"
"PLT-011","잠실1주차장","41135","1131610","2023/12"
"PLT-007","양화3,4,5주차장","13346","983212","2023/12"
"PLT-005","뚝섬3주차장","9535","1018983","2023/12"
"PLT-008","여의도5주차장","8508","2142103","2023/12"
"PLT-007","양화1주차장","5645","682649","2023/12"
"PLT-005","뚝섬2주차장","15431","1841365","2023/12"
"PLT-001","강서1주차장","3808","181465","2023/12"
"PLT-008","여의도3주차장","32381","8313033","2023/12"
"PLT-005","뚝섬1주차장","5371","408655","2023/12"
"PLT-009","반포2,3주차장","64825","4668853","2023/12"
"PLT-006","광나루3주차장","11131","663862","2023/12"
"PLT-003","망원1주차장","6933","635657","2023/12"
"PLT-001","강서1주차장","4840","270929","2023/11"
"PLT-003","망원1주차장","8013","763781","2023/11"
"PLT-010","잠원2-6주차장","41407","4587318","2023/11"
"PLT-007","양화2주차장","509","588","2023/11"
"PLT-007","양화3,4,5주차장","16395","1310161","2023/11"
"PLT-011","잠실4주차장","53538","3299892","2023/11"
"PLT-006","광나루4주차장","6325","279388","2023/11"
"PLT-009","반포2,3주차장","73571","4533764","2023/11"
"PLT-003","망원2,3주차장","21716","2080077","2023/11"
"PLT-005","뚝섬1주차장","6018","499046","2023/11"
"PLT-005","뚝섬2주차장","15004","1959601","2023/11"
"PLT-008","여의도1주차장","46489","7175167","2023/11"
"PLT-008","여의도4주차장","5655","1621077","2023/11"
"PLT-006","광나루3주차장","12657","1017743","2023/11"
"PLT-010","잠원1주차장","10187","954554","2023/11"
"PLT-005","뚝섬3주차장","7114","682408","2023/11"
"PLT-009","반포1주차장","16242","565980","2023/11"
"PLT-004","이촌2주차장","7501","725484","2023/11"
"PLT-005","뚝섬4주차장","14173","1403488","2023/11"
"PLT-004","이촌3,4주차장","23323","2114382","2023/11"
"PLT-006","광나루1,2주차장","15679","1189668","2023/11"
"PLT-008","여의도2주차장","22785","4842437","2023/11"
"PLT-004","이촌1주차장","2040","343623","2023/11"
"PLT-011","잠실1주차장","55687","1653459","2023/11"
"PLT-008","여의도3주차장","32009","9068568","2023/11"
"PLT-002","난지1,2,3주차장","41073","2530853","2023/11"
"PLT-008","여의도5주차장","8929","2469508","2023/11"
"PLT-007","양화1주차장","7403","860123","2023/11"
"PLT-007","양화3,4,5주차장","33463","3012593","2023/10"
"PLT-007","양화2주차장","285","307","2023/10"
"PLT-006","광나루3주차장","18649","1664401","2023/10"
"PLT-010","잠원2-6주차장","67489","6962755","2023/10"
"PLT-008","여의도5주차장","11467","2595073","2023/10"
"PLT-008","여의도4주차장","5782","1553581","2023/10"
"PLT-004","이촌3,4주차장","36686","3449752","2023/10"
"PLT-011","잠실4주차장","69908","5199288","2023/10"
"PLT-008","여의도1주차장","81012","10935682","2023/10"
"PLT-005","뚝섬1주차장","11371","764576","2023/10"
"PLT-011","잠실1주차장","65315","2609636","2023/10"
"PLT-003","망원1주차장","13670","1153444","2023/10"
"PLT-005","뚝섬4주차장","23488","2329325","2023/10"
"PLT-006","광나루4주차장","5935","244522","2023/10"
"PLT-009","반포2,3주차장","123583","9366856","2023/10"
"PLT-001","강서1주차장","7348","632336","2023/10"
"PLT-002","난지1,2,3주차장","66079","5121135","2023/10"
"PLT-003","망원2,3주차장","34309","3438035","2023/10"
"PLT-007","양화1주차장","11043","1183444","2023/10"
"PLT-009","반포1주차장","34257","1901874","2023/10"
"PLT-010","잠원1주차장","18461","1572944","2023/10"
"PLT-004","이촌1주차장","3861","506217","2023/10"
"PLT-008","여의도2주차장","36317","5678618","2023/10"
"PLT-005","뚝섬3주차장","15039","1652483","2023/10"
"PLT-004","이촌2주차장","12211","1106809","2023/10"
"PLT-008","여의도3주차장","52455","11474616","2023/10"
"PLT-005","뚝섬2주차장","28865","3859177","2023/10"
"PLT-006","광나루1,2주차장","29790","2283123","2023/10"
"PLT-009","반포1주차장","38633","1896732","2023/09"
"PLT-005","뚝섬4주차장","26307","2235519","2023/09"
"PLT-005","뚝섬2주차장","29159","3392885","2023/09"
"PLT-010","잠원2-6주차장","64589","5922477","2023/09"
"PLT-004","이촌1주차장","3417","422501","2023/09"
"PLT-007","양화3,4,5주차장","30613","2532729","2023/09"
"PLT-006","광나루4주차장","5442","175599","2023/09"
"PLT-009","반포2,3주차장","125342","8718552","2023/09"
"PLT-011","잠실4주차장","69638","4607520","2023/09"
"PLT-007","양화2주차장","1622","160822","2023/09"
"PLT-006","광나루1,2주차장","27586","1970232","2023/09"
"PLT-003","망원2,3주차장","35998","3259640","2023/09"
"PLT-010","잠원1주차장","20661","1639648","2023/09"
"PLT-003","망원1주차장","14119","1001824","2023/09"
"PLT-001","강서1주차장","7759","586091","2023/09"
"PLT-005","뚝섬3주차장","17442","1661440","2023/09"
"PLT-008","여의도3주차장","51606","10553752","2023/09"
"PLT-004","이촌2주차장","11139","902076","2023/09"
"PLT-008","여의도2주차장","39964","5525271","2023/09"
"PLT-007","양화1주차장","11027","1038513","2023/09"
"PLT-006","광나루3주차장","20326","1681735","2023/09"
"PLT-004","이촌3,4주차장","35387","3014016","2023/09"
"PLT-011","잠실1주차장","64980","2342581","2023/09"
"PLT-002","난지1,2,3주차장","67052","5468379","2023/09"
"PLT-008","여의도5주차장","11086","2122363","2023/09"
"PLT-008","여의도4주차장","5486","1391175","2023/09"
"PLT-008","여의도1주차장","84794","10529338","2023/09"
"PLT-005","뚝섬1주차장","10823","739422","2023/09"
"PLT-005","뚝섬4주차장","22522","2020362","2023/08"
"PLT-001","강서1주차장","6061","403171","2023/08"
"PLT-009","반포2,3주차장","99414","6294769","2023/08"
"PLT-008","여의도3주차장","44352","10735003","2023/08"
"PLT-009","반포1주차장","27072","1158615","2023/08"
"PLT-004","이촌3,4주차장","27210","2329236","2023/08"
"PLT-007","양화2주차장","1520","153031","2023/08"
"PLT-003","망원1주차장","10828","800659","2023/08"
"PLT-010","잠원1주차장","15117","1106950","2023/08"
"PLT-011","잠실4주차장","59626","3564110","2023/08"
"PLT-004","이촌1주차장","2445","392412","2023/08"
"PLT-008","여의도2주차장","34112","5394125","2023/08"
"PLT-007","양화1주차장","8165","828269","2023/08"
"PLT-002","난지1,2,3주차장","49353","3729228","2023/08"
"PLT-011","잠실1주차장","57506","1869007","2023/08"
"PLT-003","망원2,3주차장","31981","2711544","2023/08"
"PLT-004","이촌2주차장","8647","667754","2023/08"
"PLT-008","여의도5주차장","9285","2233237","2023/08"
"PLT-008","여의도4주차장","5491","1549119","2023/08"
"PLT-006","광나루3주차장","15878","1179708","2023/08"
"PLT-005","뚝섬2주차장","22431","2691297","2023/08"
"PLT-006","광나루1,2주차장","24324","2011137","2023/08"
"PLT-010","잠원2-6주차장","62695","6493314","2023/08"
"PLT-007","양화3,4,5주차장","23081","1995000","2023/08"
"PLT-006","광나루4주차장","4294","133131","2023/08"
"PLT-008","여의도1주차장","71943","8663617","2023/08"
"PLT-005","뚝섬3주차장","14880","1837416","2023/08"
"PLT-005","뚝섬1주차장","8919","607818","2023/08"
"PLT-003","망원1주차장","8792","682087","2023/07"
"PLT-010","잠원2-6주차장","56358","6121110","2023/07"
"PLT-006","광나루1,2주차장","21964","1808225","2023/07"
"PLT-010","잠원1주차장","14301","1050519","2023/07"
"PLT-008","여의도4주차장","4481","1192945","2023/07"
"PLT-005","뚝섬2주차장","21107","2613427","2023/07"
"PLT-009","반포1주차장","17717","734109","2023/07"
"PLT-007","양화2주차장","1406","128719","2023/07"
"PLT-007","양화1주차장","7050","691090","2023/07"
"PLT-008","여의도2주차장","28589","5000570","2023/07"
"PLT-005","뚝섬1주차장","7230","515757","2023/07"
"PLT-004","이촌1주차장","1651","225989","2023/07"
"PLT-008","여의도3주차장","38063","9549855","2023/07"
"PLT-008","여의도5주차장","7212","1761965","2023/07"
"PLT-005","뚝섬3주차장","13093","1683337","2023/07"
"PLT-011","잠실1주차장","55909","1645637","2023/07"
"PLT-001","강서1주차장","4875","314985","2023/07"
"PLT-004","이촌3,4주차장","22325","1813954","2023/07"
"PLT-002","난지1,2,3주차장","46434","3279036","2023/07"
"PLT-006","광나루3주차장","11400","811154","2023/07"
"PLT-009","반포2,3주차장","55229","3529619","2023/07"
"PLT-007","양화3,4,5주차장","20431","1833834","2023/07"
"PLT-006","광나루4주차장","3706","105739","2023/07"
"PLT-011","잠실4주차장","57155","3530615","2023/07"
"PLT-004","이촌2주차장","8137","616158","2023/07"
"PLT-003","망원2,3주차장","23582","1974112","2023/07"
"PLT-005","뚝섬4주차장","19114","1780068","2023/07"
"PLT-008","여의도1주차장","57150","7287363","2023/07"
"PLT-008","여의도2주차장","33920","5512816","2023/06"
"PLT-011","잠실1주차장","59839","2043059","2023/06"
"PLT-007","양화1주차장","8851","904000","2023/06"
"PLT-006","광나루4주차장","4081","115989","2023/06"
"PLT-004","이촌2주차장","10555","845887","2023/06"
"PLT-008","여의도1주차장","69252","9815134","2023/06"
"PLT-006","광나루1,2주차장","24508","1923474","2023/06"
"PLT-011","잠실4주차장","64843","4911473","2023/06"
"PLT-009","반포1주차장","30882","1689028","2023/06"
"PLT-008","여의도4주차장","5476","1529781","2023/06"
"PLT-010","잠원2-6주차장","62470","6492751","2023/06"
"PLT-006","광나루3주차장","16948","1372890","2023/06"
"PLT-005","뚝섬2주차장","25726","3038023","2023/06"
"PLT-004","이촌3,4주차장","30402","2832210","2023/06"
"PLT-002","난지1,2,3주차장","57577","4279561","2023/06"
"PLT-008","여의도5주차장","8515","2211331","2023/06"
"PLT-008","여의도3주차장","42894","10581445","2023/06"
"PLT-005","뚝섬1주차장","8889","645458","2023/06"
"PLT-003","망원2,3주차장","31243","2947483","2023/06"
"PLT-001","강서1주차장","6766","539059","2023/06"
"PLT-010","잠원1주차장","17946","1429951","2023/06"
"PLT-007","양화2주차장","1972","192996","2023/06"
"PLT-007","양화3,4,5주차장","25847","2413490","2023/06"
"PLT-005","뚝섬3주차장","13876","1438728","2023/06"
"PLT-009","반포2,3주차장","83782","6720562","2023/06"
"PLT-004","이촌1주차장","2991","378437","2023/06"
"PLT-005","뚝섬4주차장","21648","2067021","2023/06"
"PLT-003","망원1주차장","11300","957027","2023/06"
"PLT-001","강서1주차장","7420","591540","2023/05"
"PLT-007","양화2주차장","2279","213502","2023/05"
"PLT-008","여의도2주차장","40439","6031794","2023/05"
"PLT-008","여의도5주차장","8515","2323610","2023/05"
"PLT-010","잠원1주차장","25946","1883174","2023/05"
"PLT-007","양화3,4,5주차장","32437","2961896","2023/05"
"PLT-003","망원1주차장","13355","1134052","2023/05"
"PLT-008","여의도1주차장","82594","10762414","2023/05"
"PLT-010","잠원2-6주차장","68396","7254266","2023/05"
"PLT-005","뚝섬1주차장","10974","816598","2023/05"
"PLT-005","뚝섬4주차장","25100","2377852","2023/05"
"PLT-006","광나루4주차장","3567","110811","2023/05"
"PLT-004","이촌3,4주차장","34015","3080190","2023/05"
"PLT-009","반포2,3주차장","107124","9445798","2023/05"
"PLT-006","광나루1,2주차장","26724","2058949","2023/05"
"PLT-005","뚝섬2주차장","28763","3629885","2023/05"
"PLT-003","망원2,3주차장","37234","3564061","2023/05"
"PLT-009","반포1주차장","38583","2365643","2023/05"
"PLT-011","잠실4주차장","73914","4824315","2023/05"
"PLT-007","양화1주차장","10098","1040372","2023/05"
"PLT-006","광나루3주차장","19065","1558041","2023/05"
"PLT-011","잠실1주차장","62853","2361991","2023/05"
"PLT-004","이촌2주차장","12624","1009701","2023/05"
"PLT-008","여의도4주차장","5376","1570696","2023/05"
"PLT-004","이촌1주차장","3772","394930","2023/05"
"PLT-005","뚝섬3주차장","15375","1607282","2023/05"
"PLT-002","난지1,2,3주차장","68898","5337154","2023/05"
"PLT-008","여의도3주차장","45133","10869854","2023/05"
"PLT-010","잠원1주차장","30227","1595771","2023/04"
"PLT-006","광나루4주차장","3252","71295","2023/04"
"PLT-005","뚝섬1주차장","9549","643997","2023/04"
"PLT-008","여의도3주차장","52449","11040713","2023/04"
"PLT-008","여의도2주차장","38049","5428485","2023/04"
"PLT-011","잠실4주차장","70677","4308461","2023/04"
"PLT-004","이촌2주차장","11229","847249","2023/04"
"PLT-004","이촌3,4주차장","32989","3010618","2023/04"
"PLT-008","여의도4주차장","7822","1725298","2023/04"
"PLT-004","이촌1주차장","3370","323904","2023/04"
"PLT-005","뚝섬2주차장","26014","3219397","2023/04"
"PLT-009","반포1주차장","33103","1823259","2023/04"
"PLT-007","양화3,4,5주차장","31778","2751544","2023/04"
"PLT-007","양화1주차장","9910","945881","2023/04"
"PLT-011","잠실1주차장","60321","2057084","2023/04"
"PLT-003","망원2,3주차장","34072","3331711","2023/04"
"PLT-005","뚝섬4주차장","23223","2098265","2023/04"
"PLT-002","난지1,2,3주차장","69801","4923899","2023/04"
"PLT-006","광나루3주차장","15790","1224536","2023/04"
"PLT-010","잠원2-6주차장","61140","6318611","2023/04"
"PLT-008","여의도1주차장","79873","10145839","2023/04"
"PLT-006","광나루1,2주차장","25025","1554805","2023/04"
"PLT-005","뚝섬3주차장","14271","1442281","2023/04"
"PLT-003","망원1주차장","12899","1091936","2023/04"
"PLT-008","여의도5주차장","8959","2286130","2023/04"
"PLT-009","반포2,3주차장","89795","7701989","2023/04"
"PLT-007","양화2주차장","2161","188900","2023/04"
"PLT-001","강서1주차장","6873","523784","2023/04"
"PLT-007","양화3,4,5주차장","27448","2191883","2023/03"
"PLT-009","반포2,3주차장","73659","6034034","2023/03"
"PLT-004","이촌2주차장","8830","592288","2023/03"
"PLT-008","여의도1주차장","78309","9379603","2023/03"
"PLT-007","양화1주차장","8998","871650","2023/03"
"PLT-002","난지1,2,3주차장","53542","3433073","2023/03"
"PLT-010","잠원1주차장","31890","1361463","2023/03"
"PLT-008","여의도5주차장","9387","2484410","2023/03"
"PLT-005","뚝섬3주차장","13504","1188807","2023/03"
"PLT-005","뚝섬2주차장","24788","2779630","2023/03"
"PLT-008","여의도4주차장","6794","1555620","2023/03"
"PLT-003","망원1주차장","11770","962716","2023/03"
"PLT-007","양화2주차장","1803","169383","2023/03"
"PLT-010","잠원2-6주차장","57882","5973969","2023/03"
"PLT-006","광나루3주차장","15870","1171416","2023/03"
"PLT-008","여의도3주차장","47386","11223561","2023/03"
"PLT-001","강서1주차장","6342","417238","2023/03"
"PLT-011","잠실1주차장","60111","1932259","2023/03"
"PLT-005","뚝섬4주차장","26206","1912279","2023/03"
"PLT-005","뚝섬1주차장","8847","599301","2023/03"
"PLT-006","광나루1,2주차장","22632","1711878","2023/03"
"PLT-008","여의도2주차장","43662","6098964","2023/03"
"PLT-009","반포1주차장","25927","1102179","2023/03"
"PLT-006","광나루4주차장","1169","15597","2023/03"
"PLT-004","이촌3,4주차장","29348","2657690","2023/03"
"PLT-003","망원2,3주차장","33498","3004606","2023/03"
"PLT-004","이촌1주차장","2653","280992","2023/03"
"PLT-011","잠실4주차장","62776","3375926","2023/03"
"PLT-007","양화3,4,5주차장","15216","1188574","2023/02"
"PLT-001","강서1주차장","4112","238745","2023/02"
"PLT-007","양화1주차장","5791","542477","2023/02"
"PLT-004","이촌3,4주차장","17821","1461039","2023/02"
"PLT-005","뚝섬4주차장","16281","1229135","2023/02"
"PLT-011","잠실1주차장","46821","1303871","2023/02"
"PLT-003","망원2,3주차장","23534","1987548","2023/02"
"PLT-005","뚝섬2주차장","16193","1963495","2023/02"
"PLT-009","반포1주차장","13051","436631","2023/02"
"PLT-008","여의도4주차장","5622","1064527","2023/02"
"PLT-009","반포2,3주차장","52993","3414589","2023/02"
"PLT-006","광나루3주차장","11941","746313","2023/02"
"PLT-010","잠원2-6주차장","44000","4632106","2023/02"
"PLT-008","여의도3주차장","28029","8436847","2023/02"
"PLT-002","난지1,2,3주차장","39606","1994522","2023/02"
"PLT-004","이촌1주차장","1793","202893","2023/02"
"PLT-011","잠실4주차장","45854","2029659","2023/02"
"PLT-010","잠원1주차장","20486","947765","2023/02"
"PLT-006","광나루1,2주차장","13999","1119683","2023/02"
"PLT-005","뚝섬3주차장","9121","856112","2023/02"
"PLT-008","여의도5주차장","7746","2163159","2023/02"
"PLT-008","여의도2주차장","24501","4420000","2023/02"
"PLT-004","이촌2주차장","7555","557319","2023/02"
"PLT-003","망원1주차장","7193","610788","2023/02"
"PLT-008","여의도1주차장","47346","6188823","2023/02"
"PLT-005","뚝섬1주차장","5257","369803","2023/02"
"PLT-007","양화2주차장","1109","76069","2023/02"
"PLT-003","망원2,3주차장","20511","1635023","2023/01"
"PLT-007","양화1주차장","5188","486641","2023/01"
"PLT-011","잠실1주차장","45116","1041568","2023/01"
"PLT-008","여의도1주차장","37644","4741477","2023/01"
"PLT-003","망원1주차장","6390","531026","2023/01"
"PLT-002","난지1,2,3주차장","32430","1474357","2023/01"
"PLT-008","여의도4주차장","3963","1176080","2023/01"
"PLT-010","잠원1주차장","16527","784468","2023/01"
"PLT-010","잠원2-6주차장","43061","5020193","2023/01"
"PLT-008","여의도2주차장","20816","3890028","2023/01"
"PLT-008","여의도5주차장","7880","2174165","2023/01"
"PLT-007","양화3,4,5주차장","14276","1059215","2023/01"
"PLT-009","반포1주차장","16433","471285","2023/01"
"PLT-006","광나루3주차장","11632","645572","2023/01"
"PLT-005","뚝섬1주차장","4389","315409","2023/01"
"PLT-009","반포2,3주차장","46727","3298376","2023/01"
"PLT-011","잠실4주차장","43487","1792184","2023/01"
"PLT-007","양화2주차장","965","63230","2023/01"
"PLT-005","뚝섬2주차장","14816","1837112","2023/01"
"PLT-006","광나루1,2주차장","11107","807162","2023/01"
"PLT-005","뚝섬4주차장","13264","1094246","2023/01"
"PLT-006","광나루4주차장","1","0","2023/01"
"PLT-004","이촌2주차장","6733","448480","2023/01"
"PLT-004","이촌3,4주차장","17867","1336966","2023/01"
"PLT-005","뚝섬3주차장","10820","1202922","2023/01"
"PLT-008","여의도3주차장","27028","8318207","2023/01"
"PLT-001","강서1주차장","3455","161686","2023/01"
"PLT-004","이촌1주차장","1459","135463","2023/01"
"PLT-007","양화2주차장","849","59718","2022/12"
"PLT-008","여의도5주차장","8463","2346467","2022/12"
"PLT-004","이촌2주차장","6708","456164","2022/12"
"PLT-002","난지1,2,3주차장","36531","2127165","2022/12"
"PLT-011","잠실1주차장","45327","1150855","2022/12"
"PLT-008","여의도2주차장","21185","3856858","2022/12"
"PLT-007","양화3,4,5주차장","13083","1068164","2022/12"
"PLT-009","반포1주차장","15566","515262","2022/12"
"PLT-006","광나루3주차장","10526","699352","2022/12"
"PLT-005","뚝섬4주차장","12640","1026830","2022/12"
"PLT-004","이촌3,4주차장","17759","1225797","2022/12"
"PLT-008","여의도4주차장","5122","1416913","2022/12"
"PLT-010","잠원1주차장","15447","907712","2022/12"
"PLT-004","이촌1주차장","1451","161694","2022/12"
"PLT-007","양화1주차장","4892","505363","2022/12"
"PLT-006","광나루1,2주차장","11790","984152","2022/12"
"PLT-003","망원2,3주차장","19154","1598671","2022/12"
"PLT-003","망원1주차장","6264","569639","2022/12"
"PLT-005","뚝섬3주차장","8018","878246","2022/12"
"PLT-005","뚝섬1주차장","4306","366002","2022/12"
"PLT-008","여의도3주차장","24980","7547903","2022/12"
"PLT-010","잠원2-6주차장","39404","4653607","2022/12"
"PLT-008","여의도1주차장","43585","5902231","2022/12"
"PLT-001","강서1주차장","3195","176066","2022/12"
"PLT-009","반포2,3주차장","51719","4145073","2022/12"
"PLT-005","뚝섬2주차장","13249","1778116","2022/12"
"PLT-011","잠실4주차장","45823","2456016","2022/12"
"PLT-008","여의도3주차장","31801","9118907","2022/11"
"PLT-005","뚝섬4주차장","20180","1315866","2022/11"
"PLT-004","이촌3,4주차장","23015","1933574","2022/11"
"PLT-005","뚝섬1주차장","5875","503154","2022/11"
"PLT-006","광나루1,2주차장","17345","1418010","2022/11"
"PLT-008","여의도2주차장","26609","4956256","2022/11"
"PLT-003","망원1주차장","8777","787874","2022/11"
"PLT-011","잠실1주차장","53946","1535262","2022/11"
"PLT-001","강서1주차장","5226","405793","2022/11"
"PLT-004","이촌1주차장","2255","218449","2022/11"
"PLT-006","광나루3주차장","17201","1172580","2022/11"
"PLT-007","양화2주차장","1614","123404","2022/11"
"PLT-007","양화1주차장","6920","739362","2022/11"
"PLT-007","양화3,4,5주차장","19784","1550878","2022/11"
"PLT-008","여의도5주차장","9447","2770966","2022/11"
"PLT-008","여의도1주차장","63622","7612800","2022/11"
"PLT-010","잠원1주차장","18744","1264801","2022/11"
"PLT-010","잠원2-6주차장","40492","4437176","2022/11"
"PLT-008","여의도4주차장","5652","1627170","2022/11"
"PLT-005","뚝섬2주차장","16709","2086728","2022/11"
"PLT-002","난지1,2,3주차장","48529","3102081","2022/11"
"PLT-003","망원2,3주차장","24721","2251367","2022/11"
"PLT-005","뚝섬3주차장","9304","825906","2022/11"
"PLT-011","잠실4주차장","49712","3103126","2022/11"
"PLT-009","반포1주차장","19609","722977","2022/11"
"PLT-004","이촌2주차장","10193","662041","2022/11"
"PLT-009","반포2,3주차장","59763","4470217","2022/11"
"PLT-008","여의도5주차장","8984","2320062","2022/10"
"PLT-002","난지1,2,3주차장","52120","3574747","2022/10"
"PLT-010","잠원2-6주차장","55284","5877800","2022/10"
"PLT-007","양화2주차장","2051","197389","2022/10"
"PLT-009","반포2,3주차장","80168","6935776","2022/10"
"PLT-005","뚝섬3주차장","12339","1131090","2022/10"
"PLT-008","여의도4주차장","5154","1365424","2022/10"
"PLT-003","망원1주차장","10875","948070","2022/10"
"PLT-007","양화3,4,5주차장","25763","1958446","2022/10"
"PLT-008","여의도2주차장","28126","4542083","2022/10"
"PLT-005","뚝섬1주차장","7351","565406","2022/10"
"PLT-011","잠실1,2,3,4주차장","69761","4980622","2022/10"
"PLT-006","광나루1,2주차장","21756","1810688","2022/10"
"PLT-003","망원2,3주차장","29002","2722258","2022/10"
"PLT-001","강서1주차장","6141","515151","2022/10"
"PLT-005","뚝섬4주차장","16018","1555284","2022/10"
"PLT-011","잠실1주차장","9808","312224","2022/10"
"PLT-004","이촌3,4주차장","27588","2421604","2022/10"
"PLT-007","양화1주차장","7470","912217","2022/10"
"PLT-006","광나루3주차장","19466","1303204","2022/10"
"PLT-005","뚝섬2주차장","21842","2624310","2022/10"
"PLT-009","반포1주차장","26639","1364947","2022/10"
"PLT-008","여의도1주차장","73247","8704308","2022/10"
"PLT-004","이촌2주차장","9376","746258","2022/10"
"PLT-004","이촌1주차장","967","109526","2022/10"
"PLT-008","여의도3주차장","34935","8710036","2022/10"
"PLT-010","잠원1주차장","22768","1607623","2022/10"
"PLT-008","여의도3주차장","46611","9858624","2022/09"
"PLT-009","반포2,3주차장","69875","6221874","2022/09"
"PLT-006","광나루3주차장","17139","1100292","2022/09"
"PLT-007","양화3,4,5주차장","35252","2260137","2022/09"
"PLT-008","여의도1주차장","110321","10969822","2022/09"
